#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
    4077|0|   7231| 3778.2| 4004.3|14.691|0.0190| 1|14.643|0.0074| 9|14.141|0.0087| 9|13.848|0.0119| 2|13.508|0.0119|2| 86|4|00 45 56.86|+85 17 29.8|    4035|   7231|II-82  |38|546|115|II-82  |      |4581|1346| 914|   |
    4078|0|   7232| 3778.6| 4212.2|      |      | 0|22.457|0.0144| 2|20.987|0.0161| 2|19.996|0.0195| 1|18.829|0.0552|1|   |0|00 45 56.43|+85 19 13.7|    4036|   7232|       |  |   |   |       |      |4542|    |    |   |
    4079|0|   7233| 3779.8| 2454.7|      |      | 0|19.770|0.0120| 3|18.549|0.0102| 3|17.741|0.0133| 2|17.044|0.0141|2| 16|1|00 46 01.42|+85 04 34.9|    4037|   7233|       |  |   |   |       |      |8403|    | 870|   |
    4080|x|   7235| 3780.0| 1779.3|      |      | 0|22.523|0.0150| 1|21.228|0.0393| 1|      |      | 0|      |      |0|   |0|00 46 03.08|+84 58 57.3|    4038|   7235|       |  |   |   |       |      |9076|    |    |   |
    4081|x|   7238| 3781.4| 7001.5|      |      | 0|16.654|0.0173| 1|15.858|0.0162| 1|      |      | 0|      |      |0|  0|1|00 45 49.47|+85 42 28.3|    4039|   7238|       |  |   |   |       |      |1054|    |    |   |
    4082|x|   7239| 3781.5| 6045.8|      |      | 0|19.431|0.0160| 1|18.262|0.0152| 1|      |      | 0|      |      |0| 18|1|00 45 52.48|+85 34 30.5|    4040|   7239|       |  |   |   |       |      |1126|    |    |   |
    4083|x|   7240| 3782.1| 5445.8|      |      | 0|14.653|0.0121| 4|13.895|0.0142| 4|      |      | 0|      |      |0|  3|2|00 45 54.46|+85 29 30.5|    4041|   7240|       |39|720|   |51     |      |1168|    |    |   |
    4084|x|   7242| 3782.5| 5287.4|      |      | 0|17.547|0.0154| 1|16.662|0.0155| 1|      |      | 0|      |      |0|  0|1|00 45 55.11|+85 28 11.3|    4042|   7242|       |  |   |   |       |      |1177|    |    |   |
    4085|0|   7244| 3783.1| 2322.8|      |      | 0|16.234|0.0153| 2|15.587|0.0150| 2|      |      | 0|      |      |0| 88|2|00 46 03.03|+85 03 29.0|    4043|   7244|       |  |   |   |       |      |8414| 138|    |   |
    4086|x|   7245| 3783.4| 7207.9|      |      | 0|19.760|0.0172| 1|19.174|0.0170| 1|      |      | 0|      |      |0|  0|1|00 45 49.74|+85 44 11.5|    4044|   7245|       |  |   |   |       |      |1039|    |    |   |
    4087|0|   7246| 3783.4| 3311.1|18.962|0.0212| 2|18.285|0.0079| 8|17.364|0.0088| 8|16.824|0.0124| 2|16.356|0.0118|2| 97|1|00 46 00.74|+85 11 43.2|    4045|   7246|II-211 |  |   |   |II-211 |II-211|4725|    | 889|   |
    4088|0|   7247| 3784.0| 4691.7|      |      | 0|20.597|0.0128| 2|19.441|0.0108| 3|18.702|0.0150| 2|18.095|0.0147|2|  0|1|00 45 57.35|+85 23 13.4|    4046|   7247|       |  |   |   |       |      |4483|    | 920|   |
    4089|x|   7248| 3784.4|  943.4|      |      | 0|18.383|0.0155| 1|17.649|0.0159| 1|      |      | 0|      |      |0|   |0|00 46 06.65|+84 51 59.3|    4047|   7248|       |  |   |   |       |      |8516|    |    |   |
    4090|x|   7249| 3785.8| 5375.3|      |      | 0|19.449|0.0158| 1|18.717|0.0154| 1|      |      | 0|      |      |0|  0|1|00 45 56.23|+85 28 55.2|    4048|   7249|       |  |   |   |       |      |1170|    |    |   |
    4091|0|   7250| 3785.9| 2803.1|17.548|0.0388| 1|16.322|0.0086| 5|15.134|0.0090| 5|14.368|0.0122| 2|13.766|0.0120|2|  0|1|00 46 02.94|+85 07 29.2|    4049|   7250|III-27 |  |   |   |III-27 |      |4782|    | 876|   |
    4092|0|   7251| 3785.9| 2886.4|      |      | 0|19.727|0.0134| 3|18.861|0.0107| 3|18.352|0.0143| 2|17.869|0.0197|2|  0|1|00 46 02.77|+85 08 10.8|    4050|   7251|       |  |   |   |       |      |4771|    | 877|   |
    4093|x|   7254| 3787.6| 1779.5|      |      | 0|22.126|0.0159| 1|21.427|0.0383| 1|      |      | 0|      |      |0|   |0|00 46 05.98|+84 58 57.4|    4051|   7254|       |  |   |   |       |      |9075|    |    |   |
    4094|0|   7255| 3787.8| 3689.2|      |      | 0|21.986|0.0186| 2|20.496|0.0121| 2|19.492|0.0183| 1|18.397|0.0159|1| 47|1|00 46 01.55|+85 14 52.2|    4052|   7255|       |  |   |   |       |      |4643|    |    |   |
    4095|x|   7256| 3788.6| 6973.1|      |      | 0|21.465|0.0170| 1|19.876|0.0156| 1|      |      | 0|      |      |0|  0|1|00 45 52.78|+85 42 14.1|    4053|   7256|       |  |   |   |       |      |1058|    |    |   |
    4097|0|   7259| 3790.4| 4100.5|15.901|0.0248| 1|15.728|0.0084| 6|15.061|0.0090| 6|14.668|0.0115| 2|14.284|0.0118|2| 72|3|00 46 01.54|+85 18 17.9|    4054|   7259|II-81  |  |   |116|II-81  |      |4560|1474| 902|   |
    4098|0|   7262| 3790.7| 4434.5|      |      | 0|20.204|0.0130| 2|19.131|0.0106| 3|18.424|0.0149| 2|17.872|0.0148|2|  0|1|00 46 00.80|+85 21 04.9|    4055|   7262|       |  |   |   |       |      |4507|    | 915|   |
    4099|0|   7263| 3791.1| 3776.4|      |      | 0|18.984|0.0090| 6|17.949|0.0092| 6|17.317|0.0135| 2|16.804|0.0120|2| 97|1|00 46 02.65|+85 15 35.8|    4056|   7263|I-147  |  |   |   |I-147  |I-147 |4623|    | 894|   |
    4100|x|   7264| 3791.5| 6540.7|      |      | 0|21.913|0.0152| 1|20.269|0.0201| 1|      |      | 0|      |      |0|   |0|00 45 55.35|+85 38 38.0|    4057|   7264|       |  |   |   |       |      |1087|    |    |   |
    4101|0|   7266| 3792.2| 4259.2|16.618|0.0260| 1|16.438|0.0085| 6|15.765|0.0091| 6|15.367|0.0117| 2|14.989|0.0118|2| 80|2|00 46 01.87|+85 19 37.2|    4058|   7266|II-78  |  |   |   |II-78  |      |4538|1427| 905|   |
    4102|x|   7268| 3792.3|  735.4|      |      | 0|16.593|0.0168| 1|15.899|0.0164| 1|      |      | 0|      |      |0|  0|1|00 46 10.02|+84 50 15.4|    4059|   7268|       |  |   |   |       |      |8974|    |    |   |
    4103|x|   7269| 3792.6| 1488.9|      |      | 0|22.317|0.0150| 1|20.818|0.0161| 1|      |      | 0|      |      |0|   |0|00 46 08.54|+84 56 32.1|    4060|   7269|       |  |   |   |       |      |9088|    |    |   |
    4104|x|   7270| 3793.1| 1862.6|      |      | 0|20.117|0.0158| 1|19.232|0.0163| 1|      |      | 0|      |      |0|  0|1|00 46 07.90|+84 59 38.9|    4061|   7270|       |  |   |   |       |      |8448|    |    |   |
    4105|0|   7271| 3793.4| 3000.2|      |      | 0|19.502|0.0114| 3|18.365|0.0098| 3|17.649|0.0132| 2|17.083|0.0127|2| 79|1|00 46 05.46|+85 09 07.8|    4062|   7271|       |  |   |   |       |      |4762|    | 875|   |
    4106|0|   7273| 3794.1| 3938.1|15.915|0.0160| 2|15.715|0.0076| 8|15.055|0.0087| 8|14.661|0.0118| 2|14.275|0.0118|2| 91|3|00 46 03.46|+85 16 56.7|    4063|   7273|I-45   |  |   |118|I-45   |I-45  |4595|1388| 896|   |
    4108|0|   7276| 3794.4| 2865.3|      |      | 0|20.940|0.0163| 2|19.548|0.0113| 2|18.634|0.0169| 1|17.849|0.0185|1| 22|1|00 46 06.15|+85 08 00.3|    4064|   7276|       |  |   |   |       |      |4776|    |    |   |
    4109|x|   7277| 3795.0| 6628.4|      |      | 0|      |      | 0|20.941|0.0150| 1|      |      | 0|      |      |0|   |0|00 45 56.64|+85 39 21.8|    4065|   7277|       |  |   |   |       |      |1084|    |    |   |
    4110|x|   7278| 3795.0|  880.8|      |      | 0|21.080|0.0231| 1|20.487|0.0165| 1|      |      | 0|      |      |0|   |0|00 46 10.72|+84 51 28.1|    4066|   7278|       |  |   |   |       |      |8522|    |    |   |
    4111|x|   7280| 3797.1| 6321.3|      |      | 0|20.147|0.0153| 1|19.447|0.0159| 1|      |      | 0|      |      |0|  0|1|00 45 58.43|+85 36 48.3|    4067|   7280|       |  |   |   |       |      |1103|    |    |   |
    4112|0|   7283| 3797.7| 4598.7|      |      | 0|21.654|0.0171| 2|20.783|0.0133| 2|20.186|0.0296| 1|19.773|0.0228|1|  3|1|00 46 03.30|+85 22 27.0|    4068|   7283|       |  |   |   |       |      |4490|    |    |   |
    4113|0|   7284| 3797.9| 4309.1|17.585|0.0356| 1|17.537|0.0099| 4|16.864|0.0099| 4|16.388|0.0131| 2|15.993|0.0152|2|  0|1|00 46 04.08|+85 20 02.2|    4069|   7284|       |  |   |   |112    |      |4528|    | 901|   |
    4114|0|   7285| 3797.9| 3470.6|      |      | 0|20.762|0.0123| 3|19.393|0.0121| 3|18.501|0.0172| 1|17.779|0.0155|1| 84|1|00 46 06.13|+85 13 03.0|    4070|   7285|       |  |   |   |       |I-E32 |4698|    |    |   |
    4115|x|   7286| 3799.0| 5207.2|      |      | 0|18.763|0.0156| 1|17.766|0.0153| 1|      |      | 0|      |      |0| 51|1|00 46 02.25|+85 27 31.2|    4071|   7286|       |  |   |   |       |      |1693|    |    |   |
    4116|0|   7287| 3799.0| 3913.8|      |      | 0|21.287|0.0397| 1|20.414|0.0127| 2|19.573|0.0432| 1|18.936|0.0464|1|   |0|00 46 05.50|+85 16 44.5|    4072|   7287|       |  |   |   |       |      |4599|    |    |   |
    4117|0|   7288| 3799.9| 3583.1|      |      | 0|21.902|0.0151| 3|20.385|0.0115| 3|19.400|0.0177| 1|18.416|0.0158|1| 45|1|00 46 06.66|+85 13 59.2|    4073|   7288|       |  |   |   |       |I-E34 |4676|    |    |   |
    4118|0|   7290| 3801.4| 3564.2|      |      | 0|20.897|0.0102| 5|19.180|0.0127| 6|17.835|0.0267| 1|16.194|0.0233|1|  0|1|00 46 07.32|+85 13 49.7|    4074|   7290|I-178  |  |   |   |       |I-178 |4679|    | 884|   |
    4119|0|   7292| 3801.8| 3890.2|17.700|0.0430| 1|17.483|0.0084| 6|16.616|0.0090| 6|16.089|0.0118| 2|15.610|0.0116|2|  0|1|00 46 06.69|+85 16 32.8|    4075|   7292|I-46   |  |   |   |I-46   |I-46  |4604|    | 888|   |
    4120|0|   7293| 3801.8| 3869.9|      |      | 0|21.617|0.0145| 2|20.211|0.0116| 2|19.324|0.0180| 1|18.501|0.0169|1|  0|1|00 46 06.75|+85 16 22.6|    4076|   7293|       |  |   |   |       |      |4608|    |    |   |
    4121|x|   7298| 3803.3| 6436.6|      |      | 0|20.740|0.0175| 1|19.307|0.0162| 1|      |      | 0|      |      |0|  0|1|00 46 00.82|+85 37 46.0|    4077|   7298|       |  |   |   |       |      |1095|    |    |   |
    4122|x|   7300| 3803.8| 1744.3|      |      | 0|20.835|0.0177| 1|19.250|0.0189| 1|      |      | 0|      |      |0|  0|1|00 46 12.24|+84 58 39.8|    4078|   7300|       |  |   |   |       |      |8460|    |    |   |
    4123|0|   7301| 3804.4| 3498.8|18.535|0.0281| 2|17.356|0.0081| 7|15.952|0.0089| 7|15.043|0.0133| 2|14.241|0.0122|2|  0|1|00 46 08.66|+85 13 17.0|    4079|   7301|I-107  |  |   |   |I-107  |I-107 |4691|    | 878|   |
    4124|0|   7302| 3804.7| 4385.5|      |      | 0|22.039|0.0215| 1|21.258|0.0221| 1|      |      | 0|      |      |0|   |0|00 46 06.70|+85 20 40.4|    4080|   7302|       |  |   |   |       |      |4515|    |    |   |
    4125|0|   7303| 3805.3| 4151.6|17.553|0.0349| 1|17.624|0.0087| 5|17.092|0.0091| 5|16.779|0.0123| 2|16.400|0.0128|2|  0|1|00 46 07.50|+85 18 43.5|    4081|   7303|II-228 |  |   |   |II-228 |      |4551|    | 891|   |
    4126|x|   7305| 3807.6| 1548.9|      |      | 0|20.628|0.0173| 1|19.104|0.0168| 1|      |      | 0|      |      |0|  0|1|00 46 14.07|+84 57 02.1|    4082|   7305|       |  |   |   |       |      |8477|    |    |   |
    4127|0|   7306| 3807.7| 3977.9|17.394|0.0180| 3|17.117|0.0079| 7|16.376|0.0089| 7|15.955|0.0129| 2|15.555|0.0118|2| 98|1|00 46 08.87|+85 17 16.6|    4083|   7306|I-44   |  |   |   |I-44   |      |4587|    | 886|   |
    4129|0|   7313| 3809.2| 4176.5|17.972|0.0534| 1|18.082|0.0088| 5|17.563|0.0092| 5|17.220|0.0128| 2|16.825|0.0128|2|  0|1|00 46 09.03|+85 18 55.9|    4084|   7313|II-227 |  |   |   |II-227 |      |4547|    | 890|   |
    4131|x|   7318| 3810.1|  864.3|      |      | 0|17.284|0.0158| 1|16.456|0.0162| 1|      |      | 0|      |      |0|  0|1|00 46 16.36|+84 51 19.8|    4085|   7318|       |  |   |   |       |      |8684|    |    |   |
    4132|x|   7319| 3810.4| 1449.7|      |      | 0|18.607|0.0166| 1|17.888|0.0165| 1|      |      | 0|      |      |0| 72|1|00 46 15.35|+84 56 12.6|    4086|   7319|       |  |   |   |       |      |8479|    |    |   |
    4133|x|   7320| 3810.9| 6091.2|      |      | 0|21.489|0.0326| 1|19.842|0.0209| 1|      |      | 0|      |      |0|   |0|00 46 05.04|+85 34 53.3|    4087|   7320|       |  |   |   |       |      |1124|    |    |   |
    4134|0|   7322| 3812.0| 4393.7|17.230|0.0325| 1|16.936|0.0104| 4|16.205|0.0114| 4|15.769|0.0187| 1|15.374|0.0179|1| 98|1|00 46 09.66|+85 20 44.6|    4088|   7322|III-127|  |   |   |III-127|      |4512|    | 892|   |
    4135|0|   7324| 3812.6| 3672.3|      |      | 0|21.469|0.0230| 2|21.116|0.0172| 2|20.754|0.0201| 1|20.452|0.0279|1|  0|1|00 46 11.53|+85 14 43.8|    4089|   7324|       |  |   |   |       |      |4645|    |    |   |
    4136|0|   7326| 3812.9| 3534.6|      |      | 0|22.897|0.0147| 2|21.636|0.0219| 2|20.868|0.0225| 1|20.171|0.0218|1|   |0|00 46 11.98|+85 13 35.0|    4090|   7326|       |  |   |   |       |I-E33 |5931|    |    |   |
    4137|x|   7327| 3813.2| 6675.2|      |      | 0|19.784|0.0261| 1|18.740|0.0150| 1|      |      | 0|      |      |0|   |0|00 46 04.51|+85 39 45.3|    4091|   7327|       |  |   |   |       |      |1082|    |    |   |
    4138|0|   7328| 3813.5| 2256.9|      |      | 0|21.247|0.0189| 1|19.752|0.0157| 1|      |      | 0|      |      |0| 26|1|00 46 14.92|+85 02 56.1|    4092|   7328|       |  |   |   |       |      |8418|    |    |   |
    4139|0|   7329| 3813.9| 3588.7|17.228|0.0307| 1|17.158|0.0174| 2|16.347|0.0143| 2|15.697|0.0191| 1|15.246|0.0182|1|  0|1|00 46 12.26|+85 14 02.1|    4093|   7329|       |  |   |   |       |I-E35 |5912|    | 873|V7 |V369 Cep
    4140|x|   7330| 3814.0| 1415.8|      |      | 0|20.941|0.0216| 1|19.401|0.0179| 1|      |      | 0|      |      |0|  0|1|00 46 16.77|+84 55 55.6|    4094|   7330|       |  |   |   |       |      |8642|    |    |   |
    4141|x|   7331| 3814.4| 1565.5|      |      | 0|17.756|0.0174| 1|17.224|0.0165| 1|      |      | 0|      |      |0|  0|1|00 46 16.62|+84 57 10.4|    4095|   7331|       |  |   |   |       |      |8972|    |    |   |
    4142|x|   7332| 3814.4| 1927.1|      |      | 0|22.493|0.0150| 1|20.921|0.0169| 1|      |      | 0|      |      |0|   |0|00 46 15.93|+85 00 11.3|    4096|   7332|       |  |   |   |       |      |9047|    |    |   |
    4145|0|   7339| 3816.5| 2682.8|      |      | 0|20.914|0.0158| 2|20.344|0.0123| 2|20.036|0.0255| 1|19.615|0.0259|1|  0|1|00 46 15.19|+85 06 29.1|    4097|   7339|       |  |   |   |       |      |8378|    |    |   |
    4146|0|   7340| 3817.0| 3216.9|16.452|0.0247| 1|16.187|0.0086| 6|15.467|0.0090| 6|15.039|0.0120| 2|14.647|0.0123|2| 88|2|00 46 14.28|+85 10 56.2|    4098|   7340|II-191 |  |   |   |II-191 |      |4732| 578| 862|   |
    4147|0|   7342| 3817.4| 4841.2|16.224|0.0238| 1|15.985|0.0093| 3|15.280|0.0094| 3|14.868|0.0118| 2|14.441|0.0121|2|  0|1|00 46 10.89|+85 24 28.3|    4099|   7342|       |  |   |   |       |      |4467|    | 900|   |
    4148|0|   7343| 3818.0| 4084.2|      |      | 0|18.864|0.0103| 3|17.718|0.0095| 3|16.992|0.0126| 2|16.429|0.0119|2|  0|1|00 46 12.81|+85 18 09.8|    4100|   7343|       |  |   |   |       |      |5972|    | 883|   |
    4149|x|   7344| 3818.0| 6355.9|      |      | 0|22.334|0.0150| 1|20.846|0.0255| 1|      |      | 0|      |      |0|   |0|00 46 07.46|+85 37 05.6|    4101|   7344|       |  |   |   |       |      |1102|    |    |   |
    4151|0|   7348| 3819.0| 4952.5|      |      | 0|20.278|0.0126| 2|19.485|0.0111| 2|19.044|0.0166| 1|18.538|0.0239|1|  0|1|00 46 11.26|+85 25 23.9|    4102|   7348|       |  |   |   |       |      |4458|    |    |   |
    4152|0|   7350| 3819.3| 3583.5|16.811|0.0273| 1|16.577|0.0089| 4|15.887|0.0092| 4|15.480|0.0119| 2|15.105|0.0117|2| 12|1|00 46 14.42|+85 13 59.5|    4103|   7350|       |  |   |   |       |I-E36 |5911|    | 869|   |
    4153|x|   7351| 3819.3| 6304.6|      |      | 0|21.014|0.0174| 1|20.252|0.0162| 1|      |      | 0|      |      |0|   |0|00 46 08.17|+85 36 40.0|    4104|   7351|       |  |   |   |       |      |1105|    |    |   |
    4154|x|   7352| 3820.6|  780.9|      |      | 0|19.822|0.0158| 1|19.017|0.0171| 1|      |      | 0|      |      |0|   |0|00 46 20.41|+84 50 38.2|    4105|   7352|       |  |   |   |       |      |8692|    |    |   |
    4155|x|   7353| 3821.3| 6953.9|      |      | 0|18.773|0.0166| 1|17.281|0.0154| 1|      |      | 0|      |      |0|  0|1|00 46 07.38|+85 42 04.6|    4106|   7353|       |  |   |   |       |      |1060|    |    |   |
    4156|0|   7354| 3821.3| 2712.3|16.248|0.0156| 3|16.037|0.0080| 8|15.370|0.0088| 8|14.980|0.0117| 2|14.597|0.0119|2| 94|2|00 46 17.03|+85 06 43.9|    4107|   7354|III-29 |  |   |   |III-29 |      |8374| 477| 849|   |
    4157|0|   7356| 3821.8| 4087.3|      |      | 0|18.190|0.0099| 3|17.281|0.0094| 3|16.747|0.0124| 2|16.274|0.0119|2| 40|1|00 46 14.37|+85 18 11.4|    4108|   7356|       |  |   |   |       |      |5971|    | 879|   |
    4158|x|   7358| 3822.1| 1954.4|      |      | 0|21.298|0.0184| 1|20.753|0.0170| 1|      |      | 0|      |      |0|   |0|00 46 18.81|+85 00 24.9|    4109|   7358|       |  |   |   |       |      |8440|    |    |   |
    4159|0|   7359| 3822.4| 4326.0|16.049|0.0278| 1|15.874|0.0117| 2|15.214|0.0117| 2|14.801|0.0187| 1|14.416|0.0179|1|  2|1|00 46 14.10|+85 20 10.7|    4110|   7359|       |  |   |   |       |      |4523|    | 885|   |
    4160|0|   7360| 3822.7| 4474.7|      |      | 0|20.139|0.0123| 2|18.706|0.0105| 3|17.786|0.0134| 2|16.962|0.0167|2|  0|1|00 46 13.90|+85 21 25.0|    4111|   7360|       |  |   |   |       |      |4503|    | 887|   |
    4161|0|   7362| 3823.0| 3533.8|      |      | 0|19.415|0.0082| 8|18.313|0.0090| 8|17.618|0.0134| 2|17.071|0.0120|2| 97|1|00 46 16.04|+85 13 34.6|    4112|   7362|I-179  |  |   |   |I-179  |I-179 |4687|    | 865|   |
    4162|x|   7364| 3823.9| 1306.0|      |      | 0|20.961|0.0222| 1|20.084|0.0175| 1|      |      | 0|      |      |0|   |0|00 46 20.69|+84 55 00.7|    4113|   7364|       |  |   |   |       |      |8647|    |    |   |
    4163|0|   7365| 3824.1| 4266.4|      |      | 0|18.503|0.0095| 4|17.536|0.0093| 4|16.947|0.0133| 2|16.420|0.0124|2| 96|1|00 46 14.91|+85 19 40.9|    4114|   7365|       |  |   |   |111    |      |4536|    | 882|   |
    4164|0|   7370| 3825.1| 2875.8|      |      | 0|19.421|0.0117| 3|18.370|0.0097| 3|17.695|0.0131| 2|17.152|0.0146|2|  0|1|00 46 18.21|+85 08 05.6|    4115|   7370|       |  |   |   |       |      |4774|    | 852|   |
    4165|0|   7372| 3825.7| 3695.3|18.779|0.0205| 3|18.012|0.0078| 8|17.020|0.0088| 8|16.405|0.0121| 2|15.926|0.0117|2| 93|1|00 46 16.77|+85 14 55.4|    4116|   7372|I-118  |  |   |   |I-118  |I-118 |4641|    | 867|   |
    4166|x|   7373| 3825.8| 6079.7|      |      | 0|      |      | 0|20.938|0.0150| 1|      |      | 0|      |      |0|   |0|00 46 11.53|+85 34 47.6|    4117|   7373|       |  |   |   |       |      |1731|    |    |   |
    4167|0|   7375| 3826.4| 3052.8|15.503|0.0221| 1|15.382|0.0087| 5|14.700|0.0091| 5|14.279|0.0118| 2|13.871|0.0125|2|  0|2|00 46 18.36|+85 09 34.1|    4118|   7375|II-199 |  |   |123|II-199 |      |4755|    | 854|   |
    4168|0|   7377| 3826.6| 3187.0|      |      | 0|19.618|0.0114| 3|18.656|0.0102| 3|18.075|0.0139| 2|17.564|0.0203|2|  0|1|00 46 18.18|+85 10 41.2|    4119|   7377|       |  |   |   |       |      |4733|    | 857|   |
    4169|x|   7378| 3826.6| 6758.2|      |      | 0|19.200|0.0177| 1|17.735|0.0155| 1|      |      | 0|      |      |0|  0|1|00 46 10.25|+85 40 26.8|    4120|   7378|       |  |   |   |       |      |1072|    |    |   |
