# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,
# Mon Mar 16 21:25:09 2020,,,,,,,
#,,,,,,,
# User preference: *,,,,,,,
#,,,,,,,
# CONSTRAINT:  order by pl_imppar desc,,,,,,,
#,,,,,,,
# COLUMN kepid:          KepID,,,,,,,
# COLUMN pl_name:     KOI Name,,,,,,,
# COLUMN pl_orbper:     Orbital Period [days],,,,,,,
# COLUMN pl_imppar:     Impact Parameter,,,,,,,
# COLUMN pl_trandur:   Transit Duration [hrs],,,,,,,
# COLUMN pl_rade:       Planetary Radius [Earth radii],,,,,,,
# COLUMN pl_orbsmax:        Orbit Semi-Major Axis [au],,,,,,,
# COLUMN st_rad:       Stellar Radius [Solar radii],,,,,,,
#,,,,,,,
kepid,pl_name,pl_orbper,pl_imppar,pl_trandur,pl_rade,pl_orbsmax,st_rad
9451706,K00271.01,48.63057,0.510641805,7.0357,2.51,0.282,1.27
5527172,K01678.01,3.1839629,0.510301029,3.3637,19.3,0.043,0.9
9451127,K01381.01,5.1174009,0.509960253,3.84,28,0.06,0.98
8395660,K00116.01,13.570733,0.509619477,3.2468,2.47,0.111,1.04
9471268,K01835.01,4.580339,0.509278701,2.1701,3.38,0.052,1.8
5735762,K00148.03,42.89592,0.508937925,7.464,2.35,0.23,0.888
5640085,K00448.02,43.60891,0.508597149,4.9432,2.89,0.208,0.597
9139084,K00323.01,5.835973,0.508256373,2.0772,2.17,0.063,0.887
5791986,K00413.01,15.228997,0.507915597,2.589,2.8,0.114,0.81
10353968,K00618.01,9.070808,0.507574822,2.6636,2.9,0.082,0.86
9958962,K00593.03,25.53327,0.507234046,4.2031,1.81,0.171,0.92
9958962,K00593.02,90.41119,0.50689327,6.6169,3.4,0.398,0.92
9020160,K00582.03,9.939543,0.506552494,2.9477,1.38,0.085,0.73
10552611,K00338.01,7.010617,0.506211718,3.0819,37.4,0.072,19.2
4172013,K02386.01,16.26932,0.505870942,3.7754,1.94,0.126,0.89
5272233,K02711.01,9.024391,0.505530166,3.2043,1.76,0.086,1.12
10471515,K02961.01,3.784706,0.50518939,3.1315,1.23,0.053,1.99
5544903,K02499.01,7.575721,0.504848614,2.3603,2.5,0.079,1.09
9943435,K02788.01,0.7776648,0.504507838,1.2213,1.32,0.016,0.87
9728465,K02270.01,7.353871,0.504167062,2.1253,1.67,0.079,1.48
9072190,K01933.01,49.10146,0.503826286,6.4415,2.6,0.259,0.85
3967760,K01760.01,5.524233,0.50348551,2.6311,2,0.057,0.86
10130039,K01909.02,5.470371,0.503144734,3.1746,1.11,0.062,1
11520459,K02226.01,8.46354,0.502803958,1.4521,2.6,0.081,0.93
6773862,K01868.01,17.760669,0.502463182,1.6477,2.04,0.11,0.533
11288051,K00241.03,3.410505,0.502122406,2.3409,0.93,0.042,0.74
8160953,K01858.01,116.33223,0.50178163,7.2964,4.2,0.45,0.94
7430034,K01848.01,49.62473,0.501440855,6.425,2.4,0.275,1.06
7219825,K00238.01,17.23229,0.501100079,4.5111,2.5,0.136,1.05
4074736,K01328.01,80.96711,0.500759303,2.6294,5.8,0.359,0.84
10426656,K01161.03,2.971365,0.500418527,2.6937,1.3,0.037,0.84
10352945,K01158.01,6.471796,0.500077751,6.8961,1.9,0.069,0.78
10813841,K01640.01,6.168482,0.499736975,1.8572,1.29,0.067,0.78
7841925,K01499.03,6.20934,0.499396199,2.6404,0.95,0.062,0.92
3839488,K01216.01,11.13127,0.499055423,4.1332,1.79,0.099,1.16
9886661,K01606.01,5.082709,0.498714647,1.8732,1.6,0.058,0.938
5956656,K01053.01,1.224862,0.498373871,1.6656,1.27,0.022,0.81
11403044,K00766.01,4.125573,0.498033095,3.2063,4,0.051,0.99
3003992,K01119.02,13.55481,0.497692319,2.4488,0.66,0.102,0.816
7134976,K00874.01,4.601836,0.497351543,2.2357,2.2,0.049,0.76
8008067,K00316.02,157.0702,0.497010767,8.2282,2.8,0.586,1.18
10340423,K00736.01,18.79398,0.496669991,3.3061,2.29,0.116,0.563
7887791,K01964.01,2.229323,0.496329215,1.9348,0.73,0.033,0.971
8692861,K00172.02,242.4677,0.495988439,12.9854,1.74,0.762,0.9
5511081,K01930.03,44.4315,0.495647664,10.3376,2.46,0.254,1.51
10867062,K01303.01,34.29834,0.495306888,19.1942,4.28,0.2,1.46
7831264,K00171.01,5.968741,0.494966112,3.6762,2.74,0.069,1.15
8030148,K00155.01,5.660691,0.494625336,4.708,3.74,0.061,1.3
9946525,K00398.01,51.846913,0.49428456,4.7573,8.1,0.25,0.78
10016874,K00426.01,16.301293,0.493943784,3.4649,3.5,0.127,1.14
10266615,K00530.01,10.940266,0.493603008,2.3424,2.1,0.095,0.85
5791986,K00413.02,24.67424,0.493262232,3.059,2.2,0.158,0.81
6289257,K00307.02,5.211058,0.492921456,3.263,1.15,0.061,1.086
8037145,K00520.01,12.760082,0.49258068,3.555,2.4,0.098,0.79
5461440,K00504.01,40.60709,0.492239904,5.8894,2.21,0.225,0.81
4852528,K00500.03,3.072169,0.491899128,2.0319,1.47,0.037,0.647
7175184,K00369.02,10.104648,0.491558352,2.3978,1.26,0.096,1.116
10460984,K00474.02,28.98687,0.491217576,3.4572,2.5,0.194,1.1
6937402,K02894.01,10.310531,0.4908768,5.4512,1.8,0.09,0.86
6211812,K02638.01,2.524074,0.490536024,1.1673,1.5,0.034,0.86
8570333,K02436.01,84.5731,0.490195248,6.3226,2.3,0.352,0.77
7531677,K02601.01,2.62225,0.489854472,3.2268,0.99,0.039,1.29
10489206,K00251.02,5.77447,0.489513697,1.9889,0.82,0.051,0.515
6587105,K02721.01,33.87854,0.489172921,5.4604,2.4,0.201,0.83
7183745,K02521.01,28.4752,0.488832145,4.5258,2.1,0.176,0.69
7294743,K02516.01,2.810324,0.488491369,3.5688,1.24,0.038,1.68
8631504,K02503.01,14.82022,0.488150593,4.1405,3.02,0.115,2.25
9229657,K02491.01,2.668362,0.487809817,2.5356,1.44,0.037,0.86
10453588,K02484.01,68.8881,0.487469041,5.8595,1.4,0.332,1.1
7960980,K02274.01,9.98965,0.487128265,3.7349,2.4,0.088,0.74
11046458,K00214.01,3.3118628,0.486787489,1.2309,7.1,0.041,0.92
9044228,K01988.01,0.9348918,0.486446713,1.4563,1.1,0.016,0.6
8804455,K02159.01,7.596769,0.486105937,3.37,1.07,0.075,0.88
10874215,K02305.01,31.03364,0.485765161,3.1765,2.4,0.191,0.85
8612275,K02111.01,3.289684,0.485424385,2.5285,1.74,0.044,1.03
11389771,K01436.01,2.508567,0.485083609,2.3819,1.41,0.036,0.9
9719634,K01500.01,3.3515682,0.484742833,2.4559,1.7,0.04,0.76
7102227,K01360.02,14.589501,0.484402057,2.4462,2.22,0.108,0.7
4770365,K01475.03,4.729344,0.484061281,1.8565,1.14,0.046,0.556
5358241,K00829.02,9.75193,0.483720505,4.0291,2.1,0.091,0.97
10797460,K00752.02,54.41759,0.48337973,4.6085,3.1,0.274,0.99
9820483,K00953.01,3.5840842,0.483038954,2.8503,4.5,0.045,0.83
6435936,K00854.01,56.05628,0.482698178,4.6978,2.18,0.231,0.503
9787239,K00952.01,5.901269,0.482357402,2.2573,2.15,0.052,0.524
9466668,K00939.04,10.68176,0.482016626,3.5771,1.62,0.095,0.89
3662838,K00302.01,24.854687,0.48167585,9.078,4.8,0.187,1.64
8074805,K02670.01,170.86766,0.481335074,15.6676,19.2,0.611,1.03
10743597,K00989.03,16.16099,0.480994298,4.6142,3.6,0.121,0.84
6850504,K00070.01,10.8540894,0.480653522,3.8226,3.17,0.093,0.939
10028792,K01574.01,114.73653,0.480312746,12.0656,6.2,0.455,0.85
6021193,K02148.01,11.93223,0.47997197,6.2702,2.62,0.105,1.91
10937029,K00433.01,4.0304645,0.479631194,2.8711,4.6,0.046,0.83
6850504,K00070.03,77.61153,0.479290418,7.3552,2.84,0.344,0.939
2444412,K00103.01,14.910755,0.478949642,3.3104,2.95,0.115,0.955
6062088,K00658.02,5.370639,0.478608866,2.0909,2.1,0.06,0.91
8738735,K00693.01,28.77957,0.47826809,7.6822,2.04,0.193,1.07
10460984,K00474.03,94.878,0.477927314,5.2323,3.1,0.427,1.1
11194032,K00348.01,28.511096,0.477586538,4.4429,2.94,0.161,0.656
3545135,K02755.01,8.482949,0.477245763,2.4883,0.89,0.082,0.98
6586746,K02747.01,6.26407,0.476904987,2.4274,1.6,0.06,0.72
5980208,K02742.01,0.7891622,0.476564211,0.9263,0.91,0.014,0.552
11818872,K02581.01,12.73672,0.476223435,4.209,0.88,0.104,0.82
10861715,K02537.01,133.5181,0.475882659,11.3384,1.52,0.518,0.94
6028860,K02950.01,0.42201612,0.475541883,0.918,3.1,0.011,0.83
10880007,K02502.01,86.7988,0.475201107,2.9921,1.04,0.342,0.7
5959719,K02498.01,6.738019,0.474860331,2.525,0.84,0.066,0.75
11966253,K02772.01,0.6434704,0.474519555,1.2168,1.29,0.014,1.02
10917043,K02770.01,205.3831,0.474178779,8.5871,2.18,0.583,0.594
9112931,K02256.01,10.71243,0.473838003,2.7223,2.7,0.083,0.8
7672097,K02255.01,7.97083,0.473497227,3.0007,1.95,0.077,0.87
7815744,K01710.01,14.20437,0.473156451,4.1217,1.72,0.11,0.56
7379385,K02207.01,67.2156,0.472815675,15.5373,1.53,0.332,1.07
9992325,K02205.01,24.08638,0.472474899,2.1567,3,0.156,0.89
10525027,K02006.01,3.273459,0.472134123,1.7306,0.88,0.035,0.521
10863608,K02368.01,8.07073,0.471793347,3.4331,1.55,0.078,0.9
4370527,K02166.01,61.61929,0.471452571,3.7864,3.2,0.294,0.8
7289577,K01974.01,109.444,0.471111796,3.8944,2.9,0.433,0.8
8240797,K01809.02,4.915378,0.47077102,2.8778,1.41,0.055,0.909
4055304,K02119.01,0.5710391,0.470430244,1.0894,1.31,0.012,0.76
9221517,K02281.01,0.7698541,0.470089468,1.0696,0.84,0.015,0.75
3447722,K01198.03,35.6756,0.469748692,5.7744,2.8,0.225,1.14
5299459,K01576.02,13.084143,0.469407916,3.0347,2.8,0.103,1.03
11026304,K01420.01,13.351585,0.46906714,3.6123,4.5,0.102,0.77
9202151,K01393.01,1.6947354,0.468726364,1.6713,2.3,0.022,0.6
10925104,K00156.01,8.041317,0.468385588,2.6487,1.6,0.07,0.654
11821363,K01494.01,8.1959,0.468044812,2.8994,2.3,0.073,0.78
7870390,K00898.02,5.16982,0.467704036,2.1555,2.18,0.051,0.607
10601284,K00749.02,3.941046,0.46736326,2.4849,1.66,0.047,0.81
2851100,K01104.01,0.8901087,0.467022484,0.7089,1.49,0.016,0.618
11401755,K00277.01,16.230685,0.466681708,8.7099,3.44,0.129,1.61
4741126,K01534.01,20.42226,0.466340932,6.3706,1.64,0.154,1.12
9963524,K00720.02,10.041555,0.466000156,2.5733,2.81,0.085,0.81
9881662,K00327.02,91.3525,0.46565938,8.3551,1.68,0.423,1.166
8630788,K01258.02,14.64613,0.465318604,5.635,2.2,0.115,0.84
5513012,K02668.01,0.6793614,0.464977829,1.3729,1.33,0.015,0.82
9842890,K01479.01,4.98824,0.464637053,7.7387,2.17,0.058,0.84
11502867,K00195.01,3.21752044,0.464296277,2.116,11.7,0.042,0.93
6685609,K00665.03,3.071563,0.463955501,4.0809,1.11,0.042,1.1
10418224,K00428.01,6.8731791,0.463614725,7.1176,7,0.074,1.07
7366258,K00880.01,26.44288,0.463273949,3.9942,4,0.169,0.9
5181817,K00642.01,4.3504333,0.462933173,1.7895,1.47,0.053,0.93
4270253,K00551.01,11.637026,0.462592397,3.3387,2.25,0.1,0.88
11720424,K03116.01,23.91103,0.462251621,5.0532,2,0.17,1.07
6587002,K00612.01,20.74011,0.461910845,3.0819,2.1,0.136,0.83
9020160,K00582.01,5.945053,0.461570069,2.6173,2.2,0.06,0.73
8631751,K02453.01,1.530552,0.461229293,0.8992,1.23,0.02,0.55
4915638,K02617.01,8.62989,0.460888517,3.4301,1.39,0.078,0.76
12016267,K02590.01,11.74902,0.460547741,4.0965,1.13,0.111,1.77
11565924,K02837.01,13.32191,0.460206965,6.2588,1.7,0.122,1.44
7289162,K02539.01,5.266472,0.459866189,2.063,1.11,0.061,1.09
12110786,K02665.01,1.1122071,0.459525413,1.3365,0.75,0.021,0.95
9909735,K01779.01,4.6627227,0.459184637,2.8215,5.8,0.054,1.39
10329469,K02271.01,55.8228,0.458843862,5.4969,2.2,0.267,0.71
6696580,K02092.02,25.56294,0.458503086,4.3993,2.8,0.173,0.81
9472000,K02082.01,31.58844,0.45816231,3.4106,1.97,0.199,0.96
6786348,K01749.01,26.96447,0.457821534,3.9012,2.1,0.173,0.84
10723367,K02236.02,12.12665,0.457480758,2.4233,1.8,0.103,0.88
10531955,K02208.01,2.344547,0.457139982,1.5288,0.73,0.033,0.909
4247791,K00028.01,4.1008674,0.456799206,6.8284,37.4,0.05,0.97
10464050,K01851.01,4.469763,0.45645843,1.7919,2.3,0.054,0.93
7269493,K01961.02,76.6372,0.456117654,8.0772,1.95,0.353,1.75
4042026,K01180.01,34.820052,0.455776878,10.3275,11.4,0.19,0.77
10964440,K01310.01,19.12962,0.455436102,3.4561,2.2,0.142,0.96
10337517,K01165.02,4.2928,0.455095326,2.6371,1.05,0.051,1.17
7375795,K01378.02,1.383324,0.45475455,1.9427,0.6,0.022,0.848
10166274,K01078.01,3.353707,0.454413774,1.5271,2,0.036,0.527
5164255,K00824.01,15.375871,0.454072998,3.3973,9.6,0.109,0.72
8883593,K00923.01,5.743491,0.453732222,3.5347,3.2,0.063,0.9
3832474,K00806.03,29.1647,0.453391446,4.6609,1.37,0.184,0.94
11853255,K00778.01,2.24338,0.45305067,1.0671,1.61,0.028,0.547
2165002,K00999.02,47.33465,0.452709895,4.9055,2.89,0.238,0.77
3240158,K01106.01,7.425992,0.452369119,4.0084,2.5,0.077,1.02
6922244,K00010.01,3.52249913,0.452028343,3.1984,15.9,0.047,1.56
5297298,K00130.01,34.193587,0.451687567,9.0354,22.2,0.221,1.79
10982872,K00343.02,2.0241346,0.451346791,2.5341,1.86,0.031,1.14
10982872,K00343.01,4.761697,0.451006015,3.379,2.69,0.055,1.14
3832474,K00806.02,60.322921,0.450665239,7.0755,14,0.298,0.94
6291653,K00850.01,10.5262937,0.450324463,2.5221,8.4,0.089,0.81
4544907,K02024.01,46.87882,0.449983687,9.3393,2.3,0.25,1.04
3544595,K00069.01,4.7267482,0.449642911,2.934,1.5,0.053,0.871
6191521,K00847.01,80.87159,0.449302135,11.4216,5.4,0.361,0.86
8692861,K00172.01,13.722364,0.448961359,5.2396,2.28,0.112,0.9
6020753,K00657.01,4.069402,0.448620583,2.0897,1.61,0.044,0.659
5121511,K00640.01,30.99644,0.448279807,2.8329,2.44,0.185,0.894
9950612,K00719.01,9.034208,0.447939031,1.5113,1.64,0.076,0.655
5124254,K03099.01,14.04978,0.447598255,2.8757,1.25,0.095,0.545
5686174,K00610.01,14.282318,0.447257479,2.5173,1.79,0.096,0.546
9570741,K00586.01,15.77955,0.446916703,3.9971,2.3,0.124,0.91
11624249,K00356.01,1.8270813,0.446575928,2.0274,5.73,0.028,1.6
9146018,K00584.03,6.47052,0.446235152,3.4313,0.91,0.066,0.8
10122538,K02926.02,5.536068,0.445894376,2.0271,2.3,0.049,0.6
6026438,K02045.02,24.21152,0.4455536,3.2799,1.46,0.142,0.625
3448130,K02043.01,78.5459,0.445212824,8.8933,2.6,0.363,0.94
8564674,K02022.01,5.929774,0.444872048,2.4891,1.88,0.064,0.91
9006186,K02169.04,2.192589,0.444531272,2.1692,0.48,0.031,0.93
12691412,K01983.01,6.901424,0.444190496,2.6197,1.79,0.079,1.356
11718144,K02310.01,16.4588,0.44384972,1.9627,2,0.126,0.87
9661979,K02132.01,69.8941,0.443508944,5.0891,2.1,0.321,0.84
9427402,K01397.01,6.247069,0.443168168,1.4936,3.5,0.059,0.96
11547505,K01655.01,0.9384704,0.442827392,1.3268,1.53,0.019,0.98
7296086,K01374.01,0.8907361,0.442486616,1.3064,1.76,0.017,1.11
3337425,K01114.01,7.047134,0.44214584,2.3794,1.9,0.07,1.03
3240158,K01106.02,15.98467,0.441805064,5.2164,2.2,0.128,1.02
9787239,K00952.04,2.896009,0.441464288,1.7798,1.11,0.033,0.524
7764367,K00685.01,3.173905,0.441123512,3.5799,2.8,0.045,1.52
8678594,K01261.01,133.461,0.440782736,11.9415,7,0.516,0.93
5511081,K01930.02,24.31058,0.440441961,8.829,2.14,0.17,1.51
4914423,K00108.02,179.601,0.440101185,13.436,4.46,0.654,1.21
3323887,K00377.02,38.907202,0.439760409,4.5336,8.22,0.229,1.012
6347299,K00661.01,14.401041,0.439419633,3.8953,2.2,0.118,1.07
6125481,K00659.01,23.20581,0.439078857,4.3406,2.7,0.174,1.46
5786676,K00650.01,11.954776,0.438738081,2.1391,2.3,0.093,0.76
9895004,K00328.01,2.2508261,0.438397305,1.115,2.67,0.033,1.1
4633570,K00446.01,16.70924,0.438056529,2.731,1.86,0.111,0.628
4568298,K02986.01,0.5625559,0.437715753,1.6774,1.33,0.013,0.87
4852528,K00500.05,0.9867679,0.437374977,1.4618,1.17,0.017,0.647
10388286,K00596.01,1.6826933,0.437034201,1.4351,1.37,0.022,0.502
9958962,K00593.01,9.997624,0.436693425,3.2663,2.35,0.092,0.92
12107021,K00360.01,5.94174,0.436352649,3.9905,0.69,0.067,1.085
8197560,K03074.01,1.0242555,0.436011873,1.8297,3.7,0.019,0.81
10019643,K00471.02,7.81101,0.435671097,3.3728,1.04,0.076,0.85
3558981,K00052.01,2.98786187,0.435330321,2.618,17.51,0.037,0.802
11303815,K02645.01,1.7057807,0.434989545,1.4806,1.7,0.026,0.84
9825174,K02880.01,0.7409258,0.434648769,1.1062,1.4,0.015,0.89
10189557,K02427.01,2.931017,0.434307994,2.1703,1.53,0.038,0.92
4547603,K02855.01,1.4007498,0.433967218,1.0515,1.02,0.023,0.78
5175024,K02563.01,23.47794,0.433626442,6.5871,1.42,0.168,1.16
10876237,K02960.01,1.4659394,0.433285666,1.3298,0.74,0.026,1.03
5542983,K02501.01,4.768826,0.43294489,1.7962,0.98,0.057,0.98
9307509,K02096.01,9.76283,0.432604114,3.137,1.7,0.081,0.73
3832716,K00027.01,1.14187687,0.432263338,4.2169,97,0.022,1.48
3967760,K01760.02,8.77514,0.431922562,3.1895,1.7,0.078,0.86
7802719,K02247.01,4.457356,0.431581786,2.4731,0.89,0.046,0.61
9351316,K02078.01,18.78423,0.43124101,3.0348,1.73,0.116,0.565
3446451,K01735.01,0.64234826,0.430900234,1.4482,2.7,0.016,1.57
8591173,K02181.01,12.28859,0.430559458,2.9216,3.77,0.101,1.89
9532710,K02364.01,5.24307,0.430218682,6.0547,3.63,0.062,1.8
3554031,K01194.01,8.70778,0.429877906,2.4553,1.9,0.072,0.61
10022908,K01586.01,6.991307,0.42953713,2.0602,1.55,0.064,0.628
10963242,K01312.02,31.24611,0.429196354,4.7627,1.41,0.204,1.09
8609450,K01278.04,13.63894,0.428855578,5.3483,1.33,0.115,0.99
5271608,K01673.01,2.490473,0.428514802,2.0628,1.89,0.037,1.03
4826110,K01524.01,1.333407,0.428174027,1.0447,1.02,0.022,0.78
9726659,K01491.01,3.148679,0.427833251,2.2334,2.54,0.042,1.03
10601284,K00749.03,8.10938,0.427492475,3.244,1.42,0.077,0.81
12306058,K02541.01,7.41682,0.427151699,6.8386,2.16,0.078,2.41
10971674,K01296.01,2.38086261,0.426810923,4.0645,22.1,0.034,1.13
9597345,K00711.01,44.6991,0.426470147,6.3847,3.19,0.248,1.059
10984090,K00112.01,51.07931,0.426129371,6.4316,2.86,0.273,0.991
4742414,K00631.01,15.458071,0.425788595,9.1033,9.6,0.126,1.41
10189546,K00427.03,116.9562,0.425447819,9.2536,3.4,0.443,0.85
9654875,K02272.01,1.341364,0.425107043,7.0694,1.5,0.029,2.35
6442340,K00664.01,13.13742,0.424766267,4.7968,1.98,0.11,1.27
6347299,K00661.02,25.6595,0.424425491,4.7299,1.47,0.173,1.07
6949898,K03031.01,7.648001,0.424084715,2.2915,1.27,0.074,0.82
7516809,K03133.01,0.24183915,0.423743939,0.8538,1.32,0.008,0.89
11497977,K00483.01,4.798625,0.423403163,3.0656,2.46,0.054,0.82
7613246,K03062.01,0.7691238,0.423062387,0.9653,1.3,0.017,0.96
9886361,K02732.03,54.28091,0.422721611,5.4166,1.35,0.293,1.06
9269042,K02397.01,12.00095,0.422380835,3.3142,1.68,0.096,0.76
10586004,K00275.02,82.1997,0.42204006,9.9449,2.04,0.392,1.36
7769819,K02778.01,2.21571,0.421699284,2.0028,1.89,0.033,0.98
9008737,K02768.02,14.75122,0.421358508,2.2721,1.28,0.115,0.82
11030475,K02248.03,0.761948,0.421017732,1.4051,1.05,0.015,0.75
10015937,K01720.01,59.6626,0.420676956,4.2185,2.6,0.286,0.77
12058204,K02218.01,5.535301,0.42033618,2.8058,1.47,0.061,0.87
11824786,K02371.01,12.9413,0.419995404,4.391,1.9,0.111,0.99
5289854,K01593.01,9.69483,0.419654628,2.6505,2.2,0.089,0.89
4455231,K01332.03,56.6344,0.419313852,6.0821,2.87,0.296,1.15
4455231,K01332.01,19.30563,0.418973076,4.244,3.08,0.145,1.15
6185711,K00169.01,11.702194,0.4186323,2.0904,2.2,0.1,0.88
2441495,K00166.01,12.493311,0.418291524,2.2716,2.5,0.098,0.91
10990917,K01643.01,11.04564,0.417950748,4.5275,2.06,0.098,1.03
6936909,K01363.01,3.546534,0.417609972,2.2571,2.07,0.046,0.91
8226994,K00906.01,7.156816,0.417269196,2.6287,2.3,0.066,0.76
2157247,K00997.01,5.686619,0.41692842,16.3233,6.8,0.063,1.02
7869917,K01525.01,7.714663,0.416587644,4.3705,2.23,0.084,1.46
5511081,K01930.01,13.72686,0.416246868,7.4166,2.21,0.116,1.51
11758544,K01883.01,2.70729,0.415906093,3.4466,1.07,0.04,1.19
10319385,K01169.01,0.689204,0.415565317,1.6424,1.49,0.016,1.014
12017140,K00358.01,22.8452414,0.415224541,5.0903,24,0.164,1.04
7436215,K00885.01,25.58546721,0.414883765,2.2763,0.5,0.158,0.7
6291033,K00452.01,3.70597,0.414542989,5.158,2.55,0.048,1.08
10843590,K00431.01,18.870214,0.414202213,3.1219,3.2,0.13,0.91
8758136,K03006.01,0.9982186,0.413861437,1.78,1.22,0.02,0.97
7097534,K03126.01,2.213936,0.413520661,4.746,0.93,0.034,0.98
6451936,K00511.01,8.005798,0.413179885,3.1331,2.8,0.08,1.08
12061222,K00484.01,17.205222,0.412839109,3.7321,2.46,0.123,0.731
2715695,K03077.02,7.55834,0.412498333,3.1776,1.5,0.066,0.655
6607357,K02838.02,4.774656,0.412157557,3.8459,0.66,0.055,0.9
6350476,K02710.01,1.1105995,0.411816781,1.3734,1.2,0.019,0.8
10098844,K02964.01,47.44949,0.411476005,10.8258,1.58,0.255,0.97
8263545,K02822.01,4.445911,0.411135229,2.4009,1.7,0.053,0.76
9880190,K02509.01,4.551433,0.410794453,2.2709,1.03,0.05,0.76
6767840,K02506.01,17.35848,0.410453677,3.1973,1.8,0.134,1.06
8189801,K02480.01,0.6668163,0.410112901,0.9582,1.22,0.012,0.54
6705142,K01758.01,5.597163,0.409772126,1.852,1.5,0.06,0.51
2307415,K02053.01,13.12155,0.40943135,3.6361,1.71,0.113,1.19
6226290,K02019.01,14.08818,0.409090574,4.2237,2.7,0.114,0.88
8099138,K02338.01,66.1832,0.408749798,5.3353,2,0.321,0.9
9347009,K01971.01,19.3296,0.408409022,3.901,2.14,0.128,0.67
8107225,K00235.01,5.632566,0.408068246,2.1796,1.91,0.058,0.7
3554031,K01194.02,14.86297,0.40772747,2.9638,1.49,0.102,0.61
5301750,K01589.02,12.882525,0.407386694,4.3713,2.4,0.108,1.03
8804283,K01276.02,13.26107,0.407045918,4.023,1.23,0.107,0.82
5269467,K01672.01,33.86736,0.406705142,3.629,1.89,0.176,0.608
8113154,K01542.01,2.5868808,0.406364366,5.6112,21,0.04,1.28
9824805,K01526.01,4.44446,0.40602359,3.0803,1.42,0.055,1.02
7629518,K01495.01,15.5949,0.405682814,5.0799,2.8,0.122,0.92
6060203,K01059.01,1.022693,0.405342038,1.5429,1.04,0.019,0.81
5809890,K01050.01,1.269095,0.405001262,1.5236,1.4,0.021,0.76
8490993,K00911.02,105.152,0.404660486,5.8515,2.7,0.443,0.95
7135852,K00875.01,4.220959,0.40431971,3.0104,2.77,0.044,0.56
9605514,K00945.02,40.71652,0.403978934,7.0083,3,0.242,1.07
11359879,K00128.01,4.94278327,0.403638159,3.382,11.97,0.059,1.09
4180280,K00144.01,4.1762599,0.403297383,3.621,3.03,0.048,0.795
6032497,K00845.01,16.32986,0.402956607,6.0136,3.5,0.124,0.98
12020329,K00783.01,7.275026,0.402615831,7.5923,4.3,0.07,0.76
5972334,K00191.01,15.3587794,0.402275055,4.1921,11,0.118,0.88
10984090,K00112.02,3.709191,0.401934279,2.6782,1.2,0.047,0.991
5963582,K02479.01,25.54004,0.401593503,8.6686,1.99,0.168,1.7
5020319,K00635.01,16.71979,0.401252727,3.3645,2.73,0.135,1.129
10265898,K00732.02,3.295369,0.400911951,2.0208,0.99,0.041,0.78
7050989,K00312.02,16.39922,0.400571175,3.6428,1.84,0.134,1.21
10934674,K00477.01,16.54301,0.400230399,3.8725,2.2,0.115,0.75
10068659,K02602.01,11.47685,0.399889623,3.2937,1.4,0.101,0.95
11187837,K00252.01,17.604437,0.399548847,3.6794,3.16,0.113,0.654
9101496,K01915.01,6.562295,0.399208071,3.9405,1.59,0.069,0.93
4035640,K01881.01,28.26681,0.398867295,4.6488,2.9,0.167,0.82
8564674,K02022.02,12.24769,0.398526519,3.3068,2.09,0.105,0.91
5088591,K01801.01,14.532271,0.398185743,3.2661,3.4,0.108,0.86
9718066,K02287.01,16.09234,0.397844967,1.91,0.7,0.109,0.6
3962243,K01203.02,14.12843,0.397504192,3.6207,2.4,0.116,0.95
2697169,K01027.01,14.71266,0.397163416,4.2138,1.11,0.118,0.94
7870390,K00898.03,20.08976,0.39682264,3.5778,2.36,0.126,0.607
7351237,K00879.01,25.64385,0.396481864,5.0463,4.3,0.162,0.87
7134976,K00874.02,11.18714,0.396141088,3.1931,1.46,0.089,0.76
6422070,K00852.01,3.761849,0.395800312,3.1053,2.1,0.045,0.9
9775938,K00951.02,33.65304,0.395459536,4.1737,2.4,0.181,0.68
9466668,K00939.02,5.839061,0.39511876,3.1245,1.54,0.063,0.89
6871071,K02220.02,5.028239,0.394777984,3.5196,1.38,0.058,0.97
10264660,K00098.01,6.7901235,0.394437208,6.2711,10,0.078,1.63
2692377,K00299.01,1.5416829,0.394096432,1.9378,1.98,0.026,1.11
11666881,K00167.01,4.919576,0.393755656,4.2284,2.45,0.06,1.14
12644769,K01611.01,41.0775821,0.39341488,5.5284,24.89,0.206,0.62
4278221,K01615.01,1.340638,0.393074104,1.7195,1.17,0.025,1.115
11709124,K00435.02,741,0.392733328,17.8249,8.8,1.621,0.93
12644822,K00791.01,12.611904,0.392392552,5.165,7.1,0.104,0.88
7050060,K02215.01,22.0406,0.392051776,12.6386,0.81,0.148,0.903
6442340,K00664.02,7.7822,0.391711001,4.1086,1.29,0.077,1.27
10002866,K00723.02,28.08209,0.391370225,4.5741,3.3,0.172,0.76
7447200,K00676.01,7.9725436,0.391029449,2.9443,3.3,0.066,0.569
8017703,K00518.01,13.981814,0.390688673,2.9848,2.02,0.096,0.61
4832837,K00605.01,2.6281053,0.390347897,1.8854,1.78,0.032,0.57
6063220,K00305.01,4.6035613,0.390007121,2.4019,1.57,0.05,0.732
10577994,K00475.01,8.180896,0.389666345,2.7417,2.25,0.073,0.79
9583881,K00467.01,18.009297,0.389325569,4.9624,5,0.133,0.88
